text,Optimistic,Pessimistic,Sad,Surprise
 هذا مو تخصيص طگ الخارج هذا طگ كورونا الداخل,0,0,0,1
 نفسني كورونا تكون هي كدبه ابريل ونخلص,0,0,0,1
هذي طرده محترمه والسبب يعود الى ازمه كورونا الاقتصاديه. ,0,0,1,0
 أسوء تطبيق قبل أزمة كورونا فمابالك الحين اللهي يعينك,0,0,1,0
 خطرلي مبارح كيف الدور عليه حيكون مترين بين كل واحد والثاني وهاي مأساة أكبر من كورونا حرفياً.,0,0,1,0
كورونا عرفتنا مين الناس المهمة ومين الناس الهلس في الحياة  ,1,0,0,0
الهنود في الهند تعذبو من الشرطه اكثر من الفايروس  (منزعج)  light_skin_tone ‍ male_sign ️ ,0,1,0,0
عبدربه منصور هادي مستحيل يصاب بفايروس كورونا لإنه ملتزم بالحجر المنزلي من عام 2015 ..!    كن مثل هادي و قر في بيتك  (مصدوم) ,1,0,0,0
سنة ٢٠٢٠ ما رتبت الناس فقط في حياتنا  عملت إعادة ترتيب للتخصصات أيضاً  فخورة إني,1,0,0,0
"لم أكن أعلم أنني أراك في ذلك اليوم للمرة الأخيره، ماتهيأت حرام عليك يا كورونا",0,0,1,0
شييت شوفتها قبل كدا بس من اكونت كورونا حاجة تانية  (مزح) ,0,0,1,0
"انها الأوطان ياناس.... ابكي قيثارة الخليج،،، وأن كنت أشعر أنها دموع ذكرى التسعينات. وليست ",0,0,1,0
  كذبة إبريل تم الغاها هذا العام ..  لان فيروس كورونا كمّل الكذب على الجميع.  فيروس ملعون ماعنده مزاح!!,0,1,0,0
اهخخخ اشتقت لجروي الصغير ولد اختي اخخخخخخ حسبي الله على كورونا للمرة المليون folded_hands  light_skin_tone 🧎 light_skin_tone ‍ male_sign ️,0,0,1,0
أردوغان يتسول على ضحايا كورونا ويطالب المواطنين بالتبرع.. وزعيمة حزب الجيد ترد: تبرع بطائرة قطر التي يبلغ تمنها ٥٠٠ مليون دولار (ضحك مزح)  (ضحك مزح) ,0,0,0,1
والله مع انه كورونا وحجر واي شي بس انا م مصدقة اني اجزت من صحية الصباح حقت المستشفى وشمس الضهر حقت الرجعة وبنوم وبصحى على راحتي  (مبتسم_قليلا) ,1,0,0,0
 مدرسة البكالوريا الأمريكية   كتابها ما مسه كورونا ..   بالتعليم عن بعد .. أفتخر بإنتساب عيالي فيها  folded_hands  medium_skin_tone         ,1,0,0,0
كثير صوتوا على   ٥٩٪ ٢٤٥ صوت   راح اكتب عنه ثريد وبعدين افتح لايف واجاوب على اسالتكم وشرايكم ؟,0,0,0,1
شن نوضني توا وكان اول فاجعه شوفتها ظهور حالتين كورونا جدد,0,0,1,0
توقعاتكم متى تنتهي أزمة كورونا ؟ ,1,0,0,0
القادم غريب جدا بشكل غير مريح على مستوى العالم هذا الي فهمته كورونا فقط تمهيد ياحبايبي,0,1,0,0
أن شاء الله يكون شهر ابريل شهر خير وتنتهي ازمة كورونا  folded_hands  light_skin_tone  (بريق) ,1,0,0,0
 فديتهم رجال والله  (موافق)   صدقيني مطمنه وقلبي مرتاح النصر حليفنا بأذن الله  (تفاؤل)    بس بينك وبينك كورونا عملت عمايلها  (مزح) ,1,0,0,0
توا هكي الحضر لحد امتى حيكون وامتى تنتهي قصه كورونا,0,0,1,0
صحيح ان كورونا مرض وأعوذ ب الله منه بس نظف السوشل ميديا من هالعاهات . ,0,0,0,1
 اخويا يبني والله وواحشني كسم كورونا اجدع انت هتروح وهتبقا عال  (قلب) ️ (قلب) ️,1,0,0,0
"تقديري أن العالم سيعير حاجز المليون إصابة قريبًا، وهنا تبدأ الكارثة.  ",0,1,0,0
دوك لي غيكتبو بلي تلقا دوا د كورونا زعما را كدبة أبريل,0,1,0,0
 اتمنى اشوف رأي من يقدس الغرب الآن  بعد ازمة كورونا,0,0,0,1
وصفة صحية لاستخدام تويتر إبان في حرب ,0,0,0,1
     أزمة كورونا أثبتت لشعوب العالم الغربي ...     أن هتلر لم يمت,0,0,1,0
 مسكينه سنيور كورونا  (بكاء)  (بكاء)  (بكاء)  (بكاء)  (بكاء) ,0,0,1,0
تشتهر حالات الكورونا بغزة بانها تظهر بالليل ومستقرة ولم تخالط احد  (مصدوم)  (مصدوم)  (مصدوم)   ,0,0,0,1
  (حزين مخيب)  اي يكفي كورونا خرب كل شي,0,1,1,0
 اتوقع سبب التاخير نقص بالمحاجر والسبب الوافدين الي كل يوم مايحترمون الحظر ويكتشفون فيهم كرونا,0,0,1,0
 كورونا كشف ووضّح كثير اشياء واشخاص الناس كانت غافله معهم,0,0,0,1
20/4انا والمدام عيد ميلادنا في نفس اليوم هنحتفل بيه غصب عن كورونا إن شاء الله  (ضحك مزح)  (رفع اليد) ,1,0,0,0
يا عزيزي     الاقتصاد ينهار ويعود    والسياحة تتراجع ثم تعود    لكن الأرواح إذا راحت لا تعود !    ,0,1,1,0
 لا ما نضنش حينت صحااااب الحال ما كايعرفوش أبريل... طلق شي حاجة على كورونا تبااات عندهم,0,0,0,1
نصيحه للي يحب الحياه ويبي يعيش ابتعد عن كورونا واللاحم,1,0,0,0
" والله هذا هو دواء كورونا ، المورال الطالع",1,0,0,0
 نعم كورونا بينت كل واحد علي معدنه ونعم خساره الي كنا نحترمهم ( ونحترمها),0,0,1,0
كم من أولياتك قمت بإعادة ترتيبها أو تبديلها بما هو أهم بالنسبة لك بعد جلوسك مع نفسك في          ,1,0,0,0
الصدق اني مو عارفة اعيش حياة العطالة بعد ١٧ سنة دراسة وسنة امتياز ما اكتملت بسبب .. هيلب :(  (قلب_مجروح)  (قلب_مجروح)  (قلب_مجروح) ,0,0,1,0
بلد فيها ٣ حالات كورونا منهم واحد مات من كام ساعة ياختي,0,0,0,1
على أساس انك ابن زوات ومكلتش   من لحمة الجيش (حيره)   والله ما حد خلا كرونا تمكن فينا غير البهايم اللي مش عجبينك (فرح) ,0,0,1,0
يهرب من كورونا بيخته الملياري في عرض البحر لله درك يا كورونا بس يدركم الموت ولو كنتم في بروج مشيده,0,1,1,0
مش ممكن ابريل يكون حلو و يلاقوا علاج كورونا و المساجد تتفتح تانى و الجامعه ترجع تانى و نرجع شغلنا و حياتنا,1,0,0,0
   مثال نفتخر فيه ك سعوديين  بارك الله فيك دكتورنا الفاضل,1,0,0,0
"     قروب ايلار لدعم \ ضيفني + ترسل حسابك خاص وابشرو بالاضافات (قلب)  (تأكيد) ️""",0,0,0,1
"ما قبلَ كورونا ليسَ كما بعده ،    ليس اقتصاديًا وسياسيًا فقط .. بل فِكريًّا  وسلوكيًّا .",0,0,0,1
اعتقد الحين افضل وقت لمحاسبة الفاسدين على شان عندنا الناس دائما تنسى بعد ما يخلص الحدث         ,0,0,1,0
 اقولك حومو كبودنا تهمشمت خلاص الناس ماتت من كورونا وذولا باقي فرص لعد تعطون خلاص,0,1,0,0
 العالم كله محتاج يوقف هذا الوباء طردهم ماهو حل مفروض كل دوله تعالج مواطنيها ومقيميها بدون منه معا ضد كورونا  (قلب) ️,1,0,0,0
بعد و ماهي الأمور التي يجب أن تتغير في حياتنا؟,1,0,0,0
حتى الان ما قد مات من متابعيني واحد بفيروس كورونا,0,0,1,0
"في الغزو .. توحدنا ،  حتى عندما تصدر أصواتًا مزعجة،  نغض الطرف عنها،  وفي كورونا .. بالكاد.. نلمم اشتاتنا (بكاء) ",0,0,1,0
" المقطع قديم من اول سالفة كورونا وقبل المنع وهالامور ، بس اعوذ بالله اذا كرهنا احد طلعنا كل عيوبه ومانصدق على الله نلقط عليه شي ..",0,1,0,0
أصابتنا غيمة..   وستمطر قريباً بحول الله وقوته  folded_hands  medium-light_skin_tone   اللهم لا حول ولنا ولاقوة إلا بك  (رفع اليد)  light_skin_tone  (قلب) ️    ,1,0,0,0
من سوء حظي أني كنسلت الترم ذا ومن زاد حظي سوء هو أن أنه جاء كورونا وأخذ العالم كله إجازة بعد طلبي بيومين  (قلب_مجروح) ,0,0,1,0
لو كان الناس يخافون من ذنوبهم كما يخافون من فايروس كورونا لكانت الدنيا بخير,0,1,0,0
أول مره في حياتي اتمنى رمضان يتأخر كم شهر زياده بسبب كورونا الله يقلعها,0,0,1,0
والله جالسين نعيش ازمة دراسية اسوء من ازمة كورنا,0,0,1,0
للإنسان قيمته وكرامته في ضمير المسلم الحق ولذلك يحرص على حياة الآخرين وعلاجهم !  خلاف من يقدمون المكسب الإقتصادي على حياة الإنسان !    ,1,0,0,0
  اكثر كلمه صارت تنكتب لي ذا الفتره الحمد لله انك بحياتي  red_(قلب)  (فرح)  كورونا خلاهم يعترفون بمشاعرهم,1,0,0,0
 أعتقد كورونا هيعيد هيكلة العالم وتحد معالم جديدة لموازين القوي والتحالفات ..,1,0,0,0
 في تطبيق موعد.               ,0,0,0,1
واضح ان كورونا كان له رأي اخر مع الشجعين والديكتاتوريين يقال انه سيتم تخفيض اسعار البنذين والسولار والغاذ فهل سيكون هذا صحيح ام مجرد اشاعات,0,0,0,1
 في تطبيق موعد.     repeat_button  (أسفل) ️ repeat_button  (أسفل) ️               repeat_button  (أسفل) ️ repeat_button  (أسفل) ️        ,0,0,0,1
"شهر عسل .. بصل،  فيلم لإسماعيل بس الله يرحمه،  كان يُنظر إليه كوميديا مبالغ فيها،  لم يتوقع مُتنبّأ..   أن كورونا ستحققه على ارض البلاد  (فرح) ",0,0,0,1
