text,sentiment_id,Sad,Surprise,Optimistic,Pessimistic,Thankful,Empathetic,Anxious,Annoyed,Denial,Official,Joking
فكرة رائده ومتطورة وجميله 👌👍   ,Positive,0,0,1,0,1,0,0,0,0,0,0
بسنااا عااد يا كورونا والله اشتقت للجم 💔,Negative,1,0,0,0,0,0,0,0,0,0,0
 معليش لما نقعد نفكر في الارنبيط احسن ما نفكر في كورونا  اهم حاجه ترضوا علينا وفرنالكم فلوس الشغاله,Joking,0,0,0,0,0,0,0,0,0,0,1
توقعاتي بعد انتهاء ازمة كورونا مصالحة عربية بين دول الخليج وقطر الخليج الجديد قادم,Positive,0,0,1,0,0,0,0,0,0,0,0
اتوقع كورونا كذبه متفقين عليها الدول عشان يخففون من حركة السيارات عشان طبقة الامازون تضررت بما فيه الكفايه,Negative,0,0,0,0,0,0,0,0,1,0,0
 المقطع محزن وللاسف مع انتشار كورونا قد يسبب الخوف للبعض وخصوصا من لديه مصاب بكورونا في حدود الاسره والاصدقاء والمعارف,Negative,1,0,0,0,0,0,1,0,0,0,0
 دي مقدمة لأول رواية ليك بعد كورونا إن شاء الله 😊,Positive,0,0,1,0,0,0,0,0,0,0,0
 وسع في الدافنية والله حق وهواء نظيف وهما سارقين سارقين يدفوها في دماغ كورونا وخلاص الدعوة في الظالم,Negative,0,0,0,0,0,0,0,1,1,0,0
 روووعة باذن الله بعد كورونا نزوره  اذا مسموح,Positive,0,0,1,0,0,0,0,0,0,0,0
أطلق حسين الجسمي أغنية جديدة حملت اسم “متحدين” لتكون جزءا من حملة التي أطلقتها الإمارات للحد من انتشار فيروس كورونا في البلاد,Neutral,0,0,0,0,0,0,0,0,0,1,0
 مين مثلي كان ينتظرها تكح ؟  كل مرضى كورونا يكحون إلا هي صامده,Neutral,0,1,0,0,0,0,0,0,0,0,0
ضغط جامعه وسوسه من كورونا وحجر منزلي ومنع تجول محتاجة احد يسلفني الصبر والله,Negative,1,0,0,1,0,0,0,0,0,0,0
دول العالم في حالة تكاتف ضد كورونا وأميركا تصدر لنا الموت    -أميركا تبحث عن مصالحها فقط وننصح بعض الأطراف أن لا تراهن إلا على شعبها,Negative,0,0,0,0,0,0,0,1,1,0,0
كما يتوقع الخبراء ان عدد الوفيات بفيروس كورونا المستجد من الامريكين يتراوح من 100 الى 200 ألف شخص!,Negative,0,0,0,0,0,0,1,1,0,0,0
 فاضين لك انت وميلادك الناس متأزمه من كورونا والحجر المنزلي وانت داخل عرض قال ايش قال ميلاد المزايين يع يع 😩😩,Negative,0,0,0,0,0,0,0,1,0,0,0
 نايم جنب موزه خايف من كورونا شفتوا تربيه الطفل تميم العار,Negative,0,0,0,0,0,0,0,1,1,0,0
"كورونا او لا كورونا ، الإبتعاد عن الناس دائما فكرة جيدة 💖",Positive,0,0,1,0,0,0,0,0,0,0,0
 كورونا .. خبطت الرؤوس ببعضها   والشعب الأمريكي .. لايخفاكم كلمه توديه وكلمه تجيبه ..!!,Negative,1,0,0,0,0,0,0,1,0,0,0
 اص بيخلص كرونا ان شاءالله والكرونا حت قبل الشهر هذا,Positive,0,0,1,0,0,0,0,0,0,0,0
" ڤايروس كورونا صاير الشماعة و حمال الأسية، كل ما يحدث في العالم يلزقونه بظهره 🤔🤔",Negative,0,0,0,0,0,0,0,1,1,0,0
الكائن العلماني والملحد كائنات تحير الفتره دي . لا تعرف تطلب منهم الدعاء ولا تعرف تطلب منهم الدواء .  ,Neutral,0,1,0,0,0,0,0,0,0,0,0
لو حسين الجسمي شكر ف فايروس كورونا هنخلص منه للابد,Joking,0,0,0,0,0,0,0,0,0,0,1
 اذا انت جنوبي اقص ايدي .....القات هو أكبر وسيله لا انتشار كورونا فحاول تهداء,Negative,0,0,0,0,0,0,0,1,0,0,0
نتوقع موت 2 مليون أمريكي اذا لم يتم الالتزام بالحجر المنزلي الجماعي ولم نكن نتوقع ان تكون كورونا بهذه الشراسة.,Neutral,0,0,0,0,0,0,0,0,0,1,0
جائحة كورونا المستفيد الوحيد منها هو كوكب الأرض .. 🌍,Joking,0,0,0,0,0,0,0,0,0,0,1
على الحكومه توفير علاج الكلوروكين    لعلاج فايروس كورونا  الذي تستخدمه الان كل الدول التي تعاني من فايروس كورونا,Neutral,0,1,0,0,0,0,0,0,0,1,0
ذي بندعمهم وما يدعمونا  اعتقد مافيش فيهم اخوه    ماعندنعي يفترسهم كرونا  كل من يعمل بقدر المروه    الشاعر بدر أحمد الكهالي,Negative,0,0,0,0,0,0,0,1,0,0,0
يارب اليمن احميها من وباء كورونا بعينك الذي لاتنام وكل الدول العربية والاسلامية ❤️🙏,Positive,0,0,0,0,0,1,0,0,0,0,0
ثلاجة ماي السبيل     يستخدمونها ناس وايد     إذا ممكن حد يفيدنا هل ممكن تساهم في نقل ڤايروس كورونا ؟؟؟,Negative,0,0,0,0,0,0,1,0,0,0,0
حياة الفهد خلها تكشف عن كورونا يمكن مسخنة 🤔 ,Joking,0,0,0,0,0,0,0,0,0,0,1
 بديت نشك ان ليبيا مافيهش لا كورونا لا شي .. غير لعبة سياسية علي مواطنين 🤦‍♀️,Negative,0,0,0,0,0,0,0,1,1,0,0
__ إغلاق بعض المناطق في محافظة كإجراء احترازي لحماية المواطنين والمقيمين من تفشي فيروس ,Neutral,0,0,0,0,0,0,0,0,0,1,0
 ايه اتوقع والسبب انتشار فايروس كورونا,Negative,0,0,0,1,0,0,1,0,0,0,0
 قله يجلس في البيت وإذا خرج الضرورة يلبس القفاز مع الكمام هذا نظام كورونا .,Neutral,0,1,0,0,0,0,0,0,0,0,0
الحكومة خدت واحد جارنا..  وهو نازل بيبص للناس كلها ويقولها والله العظيم مخدرات مش كورونا متخافوش!!😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
بداية شهر 4 اثنين كورونا و واحد ذابح مراته في الجبل يسترالله عليش ناوي 🙄,Negative,0,0,0,0,0,0,1,1,0,0,0
مستني العيال البضان اللي هتنزل انا جالي كرونا   .  .  هخخخخ كدبه ابريل,Joking,0,0,0,0,0,0,0,0,0,0,1
اللهم إنا نشكو إليك ضعف قوتنا وقلة حيلتنا فمنن علينا بفرج من عــندك ياكريم ❤🙏        ,Positive,0,0,0,0,0,1,0,0,0,0,0
 اسأل ونسال الله ان يحفظك ويحفظها وان يحفظنا وجميع الناس من كورونا ومن كل شر,Positive,0,0,0,0,0,1,0,0,0,0,0
هل كورونا فيروس موجه لضرب اقتصاد أوروبا وأمريكا وبداية الصين كحاكم جديد للكوكب ؟!,Negative,0,0,0,0,0,0,0,0,1,0,0
 الزواج بدون مهر بعد زوال كورونا ✌️👍😅,Joking,0,0,0,0,0,0,0,0,0,0,1
  نسأل الله ان يشفي الحالات المصابة بفيروس   بإذن الله فترة وتزول ❤,Positive,0,0,0,0,0,1,0,0,0,0,0
وعفوا وعافية منك إلاهي ..    تجلوا بها ضرًا تغشانا دون أن ندري !!          ,Positive,0,0,0,0,0,1,0,0,0,0,0
 يا جدعااااان اول حالة كورونا في منطقة منية النصر حد يعرف ارقام البلاغ كام ؟ ,Negative,0,0,0,0,0,0,1,0,0,0,0
ماذا به فقد عقله ...    لا لكنه ملّ من دور الخلوق المؤدب ..    هل هي كورونا .. من غيرته ..    لا كورونا فقط عرته من قناع الحياء والادب,Negative,1,0,0,0,0,0,0,1,0,0,0
"تخيل يجيلك كورونا قبل ما تتجوز دي تبقي مأساة ، بعد إذن نهاية العالم يا شباب ملحقتش اتكاثر الدحيح..!",Joking,0,0,0,0,0,0,0,0,0,0,1
" ظلمت الشابه يقطعني 😂🙂🖤  الرةچ عندي بس البلاشير الخوخي لسه معترتش فيه ، كورونا تمشي وننزل ندور 😂",Joking,0,0,0,0,0,0,0,0,0,0,1
بصراحه انا سويت قائمه في بالي اسمها مابعد كورونا ان شاء الله لاشخاص عددهم ٨ وبيكون لهم شي حلو نقطه اذا تتوقع انك منهمم.,Positive,0,0,1,0,0,0,0,0,0,0,0
 بس الفترة هذة نار من الاحداث اللى صايرة كورونا وحرب ودنيا يستر الله 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
"عيونك فايروس كورونا ، و قلبي صيني مايتحمل  هااا شرايكم انفع احب؟",Joking,0,0,0,0,0,0,0,0,0,0,1
 صباح الفل عل الناس اللي مستخبيه من كورونا وكمان طالعه من غير نضاره,Joking,0,0,0,0,0,0,0,0,0,0,1
 ماهو كورونا جاله في مخه مش في الرئة علشان كده الاكسجين ما بيوصلش مظبوط لمخه 👌,Joking,0,0,0,0,0,0,0,0,0,0,1
 هو فيروس كورونا جالنا من شويه 👊,Negative,0,0,0,0,0,0,0,1,0,0,0
تحققت من الموقع فعلا لكن خيره جهاز مكافحة الكورونا ما يندريش ؟ ههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
 اية اخبارك يا رشيد سمعت كورونا غزاك سلامتك,Neutral,0,1,0,0,0,0,0,0,0,0,0
  اذا مو كورونا فا أكتئاب انت مخير بين الاثنين عزيزي الطالب.,Joking,0,0,0,0,0,0,0,0,0,0,1
٥ حالات كورونا جاية من الامارات 🙂 ما غلطانة القونة لما قالت ناس دبي ناس سواطة.,Negative,0,0,0,0,0,0,0,1,0,0,0
رأينا العجب في وسنرى إن شاء الله الأمان وانتهاء الوباء في وسنحظى إن شاء الله بالرضوان في        ,Positive,0,0,1,0,0,0,0,0,0,0,0
 كلهم مشاهير الفلس مع ازمة كورونا صارو اعداء,Negative,0,0,0,0,0,0,0,1,0,0,0
 وليه مش بيصرحوا انه توفي بالكورونا هو عيب ولا حرام😅😅 يعنى العالم كله عنده كورونا مش احنا بس علشان نتكسف منه 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
مساكين السعوديين    يوم جاهم الانفتاح كل شعوب    العالم أسلمت 😂😂😂😂😂    كورونا توقيتها نذل,Joking,0,0,0,0,0,0,0,0,0,0,1
بس نتخرج من الحجر الصحي ان شاء الله  راح نوقف كلنا مع بعض ونقط الكمامات بالهوا  ونصوّر صورة جماعية ونكتب عليها كورونا دفعة 2020,Positive,0,0,1,0,0,0,0,0,0,0,0
 ستمر هذه الأيام بإذن الّله وكأنها لمْ تكُن ❤️,Positive,0,0,1,0,0,0,0,0,0,0,0
اليوم وصول مئات المجندين في السعوديه من ابناء الجنوب الى عدن ..  يبدو انها مسالة وقت فقط وتظهر اصابات كورونا في الجنوب..,Negative,0,0,0,0,0,0,1,0,1,0,0
والله ازمة كورونا اثبتت ان السعوديه الأولى عالمياً من كل النواحي خاصة ناحية الإنسانية والي مو متفق مع كلامي يطلع برا تويتر,Positive,0,0,1,0,1,0,0,0,0,0,0
 احنا عندنا حظر و كورونا و إعتقالات شغالة و ناس بتختفي قولي الحمد لله 😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 عنيا 😂😂 بسلم عليكم 😂 ده هيجبلي كرونا والله,Joking,0,0,0,0,0,0,0,0,0,0,1
لو عملت ميوت لكلمة كورونا اللاين عندي كله هيختفي 😄,Joking,0,0,0,0,0,0,0,0,0,0,1
عاقل حاره قالوا له وصل كورونا عندكم  قال لا والله بس الكشوفات جاهزه  😃😃😃😃😃  الرجال ناوي يوزعه  مثل الغاز  🤣😂🤣😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 يا منه عايزة كورونا تنتهي عشان نعمل حلقة محبة عشان وحشتوني اوييي,Positive,0,0,1,0,0,0,0,0,0,0,0
__  اللهم احفظ دول المسلمين والف بين قلوبهم        ,Positive,0,0,0,0,0,1,0,0,0,0,0
اقول متى كورونا يروح نبي نرجع لحياتنا نبي ننبسط شوي,Negative,1,0,0,0,0,0,0,1,0,0,0
 هو انا مجال ملابس وهو مات في مصر من زمان بس بعد كورنا اتخبر مش مات وبس كنت بصدر العراق فخربت الدنيا كلها,Negative,1,0,0,0,0,0,0,1,0,0,0
 من كرونا ماعد يميز بين الاعلام الله يكون بعونه وعوننا,Positive,0,0,0,0,0,1,0,0,0,0,0
 انا فضلت مرعووبه وربي وقولت خلااص كورونا وقلت خلاص وصلت عندنا 😪😪,Negative,0,0,0,0,0,0,1,0,0,0,0
 او الزيارة ليست لمصاب كورونا لشخص,Neutral,0,1,0,0,0,0,0,0,0,0,0
 كثافة هونج كونج وسنغافورة أعلى بس تم احتواء كورونا فيها.,Neutral,0,0,0,0,0,0,0,0,0,1,0
جائحة كورونا ستنتهي عاجلا ام اجلاً وسيتشكّل عالم جديد في علاقاته وتحالفاته وستُرسم سياسات و تُعد أستراتيجيات تختلف عن سابقاته,Positive,0,0,1,0,0,0,0,0,0,0,0
 في تطبيق موعد.                    ,Neutral,0,1,0,0,0,0,0,0,0,1,0
جامعة جونز هوبكنز: تسجيل 865 وفاة في يوم واحد بالولايات المتحدة بسبب كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
"جعل المطر ينزل ويسيل بالقاع   ويمحي مسيله فايروس كورونا  ويروح خوف الناس وتزين الاوضاع   ونشوف ناس\ من حذرهم جفونا""",Positive,0,0,0,0,0,1,0,0,0,0,0
" رائعه🌼  ابدعت 👍  انشهد بالله ياليت كرونا يعقم لهم قلوبهم  فكم يؤلمنا حبس الكلام الذي بين الفم والحلق،خوفاً من الندم",Positive,0,0,0,0,1,1,0,0,0,0,0
سلعتين لااهتم لارتفاع اسعارها بل اتمنى تصل ال١٠٠ ريال للدخان والجراك (المعسل).,Neutral,0,1,0,0,0,0,0,0,0,0,0
 العالم باكمله سيخرج من كورونا وكانه خرج من حرب عالمية,Positive,0,0,1,0,0,0,0,0,0,0,0
 عيد ميلاد سعيد   تستاهلي هديه توصلك بعد ما تنتهي أزمة كورونا,Positive,0,0,1,0,0,0,0,0,0,0,0
عاد كورونا وبلش شهر ٤ اييونك السخيفين ويجذبون ويقولك جذبة ابريل تبي اوريك ابريل؟,Negative,0,0,0,0,0,0,0,1,0,0,0
 يارب يخلص كورونا عسب نقدر نعيد عدل 😣,Negative,1,0,0,0,0,0,0,0,0,0,0
(السعال - العطس - المصافحة) تعد الأسباب الرئيسية لانتقال وتفشي العدوى بفيروس كورونا (كوفيد-19).,Neutral,0,0,0,0,0,0,0,0,0,1,0
