text,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
 ____ _____ ____ __ _____ _______ ___ ______ _____ _____ __ ______ ___ __ __,0,0,1,0,0,0,0,0,0,0,0
__ ______ _____ ____ ____ ______ ______ _______ ______ _____ _____ ____ ______ _!,0,0,0,0,0,0,0,1,0,0,0
 ______ ____ ___ ___ ____ ______  (_____) _ (_____)  (___) ,0,0,0,0,0,0,0,0,0,0,1
  ____ ____ __ ____ _______ _______ ______   ____ ____ ____ _____  (___) ,0,0,1,0,0,0,0,0,0,0,0
_____ ______ ___ _____ ..    _____ ___ ____ ______ ___ __ ____ !!          ,0,0,1,0,0,0,0,0,0,0,0
 __ _________ ___ ____ ______ __ _____ ____ _____ __ ____ _____ ______ ___ _ ,0,0,0,0,1,0,0,0,0,0,0
____ __ ___ ____ ...    __ ____ ___ __ ___ ______ ______ ..    __ __ ______ .. __ _____ ..    __ ______ ___ ____ __ ____ ______ ______,0,0,0,0,0,1,1,0,0,0,0
"____ _____ ______ ___ __ _____ __ ____ _____ _ ___ ___ _____ ______ __ ____ ______ ______ ______..!",0,0,0,0,0,0,0,0,0,0,1
" ____ ______ ______  (___ ___)  (___________)  (___)   _____ ____ __ ________ ______ ___ ______ ___ _ ______ ____ _____ ____  (___ ___) ",0,0,0,0,0,0,0,0,0,0,1
______ ___ ____ _____ __ ____ _____ _____ ______ __ ___ ____ ______ _____ _ ______ ___ __ ___ ____ ___ _____ ___ _____.,1,0,0,0,0,0,0,0,0,0,0
 __ ______ ___ ___ __ _______ ____ _____ ______ ____ _____ ____ ____  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"_____ ______ ______ _ _ ____ ____ _______  ____ ______ ____ ____",0,0,0,0,0,0,0,0,0,0,1
 ____ ____ __ _____ ____ _______ __ ______ _____ _____ __ ___ _____,0,0,0,0,0,0,0,0,0,0,1
 ____ ______ ____ __ ___ __ __ _____ _____ ___ ________ __ ______ _____ ____  (_____) ,0,0,0,0,0,0,0,0,0,0,1
 __ _____ ______ _____ __ ____  oncoming_fist ,0,0,0,0,0,0,1,0,0,0,0
_____ __ ______ ____ ___ ____ ____ ______ ________ __ ______ _ _____,0,0,0,0,0,0,0,0,0,0,1
 ___ ______ __ ____ ____ ______ ____ ______,0,0,0,0,0,0,0,0,0,1,0
  ___ __ ______ __ ______ ___ ____ ___ _______ _____ ______.,0,0,0,0,0,0,0,0,0,0,1
_ _____ ______ ____ __ ________  (___________)  __ ______ ______ ___ ____ ___ ___ ___ _____.,0,0,0,0,0,0,1,0,0,0,0
_____ _____ __ _____ __ ___ ____ ______ _______ ______ __ ______ __ ___ ____ ________ __        ,1,0,0,0,0,0,0,0,0,0,0
 ____ ______ _____ __ ____ ______ ____ _____,0,0,0,0,0,0,1,0,0,0,0
 ____ __ _______ ___ ____ _________ __ ___ ___ ____ (___)  (___)  ____ ______ ___ ____ ______ __ ____ __ _____ _____ ___  face_with_tears_of_joy ,0,0,0,0,0,0,0,0,0,0,1
______ _________    ___ ____ ________ __ ____    ______ _____  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___)     ______ _______ ___,0,0,0,0,0,0,0,0,0,0,1
__ _____ __ _____ _____ __ ___ ____  ___ ____ ____ __ ___ ____ ________ ______  ______ ____ ______ _____ _____ ______ ____ 2020,1,0,0,0,0,0,0,0,0,0,0
 ____ ___ ______ ____ _____ ______ ___ ____  (___) _,1,0,0,0,0,0,0,0,0,0,0
_____ ____ ____ ________ __ ________ __ _____ ______ ___ ___ ..  ____ ____ _____ ___ ___ _____ ______ ______ __ ______..,0,0,0,0,1,0,0,1,0,0,0
_____ ____ ______ _____ __ ________ ______ _______ __ __ _______ ____ _____ _________ ____ __ ____ __ _____ ____ ___ _____,1,1,0,0,0,0,0,0,0,0,0
 ____ _____ ___ _ ______ _ ________ _____ _ ___ ______ ____ _____ ___  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
 ____  (___ ___)  (___ ___)  ____ _____  (___ ___)  __ ______ _____ _____,0,0,0,0,0,0,0,0,0,0,1
__ ____ ____ _____ ______ ______ ____ ___ ______  (___) ,0,0,0,0,0,0,0,0,0,0,1
____ ____ _____ __ ___ ______ _____  ___ __ _____ __ ________ _____   (___)  (___)  (___)  (___)  (___)   ______ ____ _____  ___ _____   rolling_on_the_floor_laughing  face_with_tears_of_joy  rolling_on_the_floor_laughing  face_with_tears_of_joy  face_with_tears_of_joy ,0,0,0,0,0,0,0,0,0,0,1
 __ ___ _____ ______ _____ ____ ____ ____ ____ ____ _______ _____,1,0,0,0,0,0,0,0,0,0,0
__  _____ ____ ___ ________ ____ ___ ______        ,0,0,1,0,0,0,0,0,0,0,0
____ ___ ______ ____ ___ ____ _______ ___ _____ ___,0,0,0,0,0,1,1,0,0,0,0
 __ ___ ____ _____ ___ ___ __ ___ __ ____ __ ___ _____ _____ __ ___ ___ ___ ____ ______ _____ ______ ____,0,0,0,0,0,1,1,0,0,0,0
 __ _____ ____ ____ ___ _______ ____ ____ _____ ______,0,0,1,0,0,0,0,0,0,0,0
 ___ ____ _______ ____ _____ _____ ______ ____ ____ ____ _____  (___)  (___) ,0,0,0,0,1,0,0,0,0,0,0
 __ _______ ____ _____ ______ ____,0,0,0,0,0,0,0,0,0,1,0
 _____ ____ ____ _________ ____ __ __ ______ ______ ____.,0,0,0,0,0,0,0,0,1,0,0
_____ ______ ______ _____ __ _____ ________ ____ ____ __ _______ _________ _______ ______ _ ____ ___________ _____ __ _______,1,0,0,0,0,0,0,0,0,0,0
 __ _____ ____.                    ,0,0,0,0,0,0,0,0,1,1,0
_____ ____ ______: _____ 865 ____ __ ___ ____ _________ _______ ____ ______,0,0,0,0,0,0,0,0,1,0,0
"___ _____ ____ _____ ______   _____ _____ ______ ______  _____ ___ _____ _____ _______   _____ ___\ __ _____ _____""",0,0,1,0,0,0,0,0,0,0,0
" _____ blossom   _____  (_____)   _____ _____ _____ _____ ____ ___ ______  ___ ______ ___ ______ ____ ___ ____ ____________ __ _____",0,1,1,0,0,0,0,0,0,0,0
______ ______ _______ _______ __ _____ ___ _____ ____ ______ _______ (______).,0,0,0,0,0,0,0,0,0,1,0
 ______ ______ _____ __ ______ _____ ___ __ ___ ______,1,0,0,0,0,0,0,0,0,0,0
 ___ _____ ____   _______ ____ _____ ___ __ _____ ____ ______,1,0,0,0,0,0,0,0,0,0,0
___ ______ ____ ___ _ ______ ________ _______ ______ ____ _____ ___ _____ ______,0,0,0,0,0,0,1,0,0,0,0
 ____ ____ ______ ___ ____ ____ ___  persevering_face ,0,0,0,0,0,1,0,0,0,0,0
(______ - _____ - ________) ___ _______ ________ _______ _____ ______ ______ ______ (_____-19).,0,0,0,0,0,0,0,0,1,0,0
____ ____ ______ ____ _____ ____ _______ ______ ..__ ____ _____ ___ ____ relieved_face __,0,0,0,0,0,0,0,0,0,0,1
__ __ ___ ___ ___ ___ 4 __ ___ ____ __ ____ ___ ___ __ _______ ______ ______ _____ _____  loudly_(____)  (___ ___)  (___ ___)  (___ ___)  (___ ___),0,0,0,0,0,0,0,0,0,0,1
__ __ ____ ____ _____ ______ ____ ______ ____ __ ____ ___ ____ ______ _______ _______ _____ _____ _______ ________ ________ ______,1,0,0,0,0,0,0,0,0,0,0
 ___ ____ ____ _____ ________ _ ______ rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,0,0,0,0,0,0,0,0,0,0,1
 ____ ! ___ ____ ______ ____ ___ ________ _______ ___ _________ ____ __ ___,0,0,0,0,0,0,1,0,0,0,0
___ __ __ ____ ______ ____ ____ ____ ____ _____  worried_face ,0,0,0,0,1,0,0,0,0,0,0
 _____ ____ ______ __ __ _ __ _ _____ ____ _____ ______ _ ____ _____ _____,0,0,1,0,0,0,0,0,0,0,0
______ ______ _____ ___ ___________ ___ ____ ____ ____,0,0,0,0,0,0,0,0,0,0,1
"_______ __ ______ ____ __ __ ___ ___ __ ______ ____ ____ ___ ___ ___ _______ ______ ______ ____ _____ _ ____ ______ ______ .",0,0,0,1,0,1,0,0,0,0,0
____ __ ___ ______ ___ _____ _____ ______ _____ ______ _____ ____ _____ _______.,0,0,0,0,0,1,1,0,0,0,0
_____ _____ _____ ___ ___________ ___ ___ ____ ____,0,0,0,0,0,0,0,0,0,0,1
____: ____ ________ _________ __ ____ __ __________ _____ ______,0,0,0,0,0,0,0,0,1,0,0
 ________ _____ ____ ______ ___ ______ _____ __ ____ _________ ___ ________ ______ _______,0,0,0,0,0,0,1,0,0,0,0
_____ ___ _____ ______ ______ ________ ________ __ ______ ______  bat  (_________)  ,0,0,0,0,0,1,1,0,0,0,0
__ __ ___ __ ___ ______ ___ _ ________ ____ ____  folded_hands  light_skin_tone,0,0,1,0,0,0,0,0,0,0,0
____ ___ ________  ______    ____ ______ _______    _____ ______ _________  _____ ______ ______,0,0,0,0,0,0,0,0,0,1,0
____ _______ ___________ ________ _____ _____ ______  folded_hands  (___)      ,1,0,1,0,0,0,0,0,0,0,0
 _ ____ ___ __ ____ ____ ___ _____ _______ ______ __ __ ___ ____ ______ ___ _____ ______ _ _______ _____ _____ (___)  (_________) ,0,0,0,0,1,1,0,0,0,0,0
_____ ____  _______ _____ __ _____ _____ _____ ______ _____   ,0,0,0,0,0,0,0,0,0,1,0
___ ____ ____ ____ _______  _____ ______ _____ ____ ______  ___ ____,0,0,0,0,0,1,1,0,0,0,0
___ ___ ______ ___ ______ ____ __ ______ ___ ____ ______ ___ __ ___ ___ ______ ______ ______  (____ ____)  (____ ____) ,0,0,0,0,0,1,0,0,0,0,0
______ __ ___ _____ ______ ___ ______ _______,0,0,0,0,1,1,0,0,0,0,0
_____ _______ ___ ______ ___ ____ ____ ___ __ ___ __ _______,0,0,0,0,0,0,0,0,0,0,1
______ __ ____ _ ______ __ ____ ___ ______ ______ _ ______ ____ _____ ____ ___ _____ ____ _______ (_________)  (_________) ,0,0,0,0,0,1,0,0,0,0,0
___ __________ ___ _____ ______ _______ ______ ___ _____ _______,0,0,0,1,1,0,1,0,0,0,0
__ ____ ______ __ _____ ________ ____ ___ _____ __ _____  rolling_on_the_floor_laughing ,0,0,0,0,0,0,0,0,0,0,1
 ______ __ ______ _____ ______ __ _____ _______ ___ ______ _______ ______ ____ ______ ____ _____ ______,0,0,0,0,0,0,0,1,0,0,0
____ ____ ____ ____ ______  __ __ __ ______ _____ ____ (___) _   (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
  (___ ___)  (___ ___)  (___ ___) _______ ________ ______ __ _____ __,0,0,0,0,0,0,0,0,0,0,1
 ________ _____  ____ __ ______  ______ _____,0,0,0,0,0,0,1,0,0,0,0
_____ ___ ______: 865 ____ ____ __ ________ _______ ____ _____ ______ __ ___ ____,0,0,0,0,0,0,0,0,1,0,0
 ___ ____ ___ ______ __ __ ______ ___ __ ____ ___ _______,0,0,0,0,0,0,1,0,0,0,0
_____ ___ ____ _____ ____ ______ ___   _____ ___ ____ ____ __ ______ ______ _______ __ _____.,1,1,1,0,0,0,0,0,0,0,0
_____ _____ ____ ___ face_with_tears_of_joy  __ __ _______ __ _____ _____ ___ ___ ________ face_with_tears_of_joy _ (___) __ people_with_bunny_ears_partying ,0,0,0,0,0,0,0,0,0,0,1
 ___ ____ ___ ______ __ __ ______ ___ __ ____ ___ _______,0,0,1,0,0,0,0,0,0,0,0
__ __ ___ ______ ___ _______ __ _______ ______ ______ __ ________ _______ ___ __ _____ ______ ________ __ _______ (______).,0,0,0,0,0,0,0,0,1,1,0
____ ____ ____ _____ ____ __ _______ _____ ________ ______ ,0,0,0,1,0,0,0,1,0,0,0
____ ___ ____ __ ___ ___ _____ ______ __ _____ ______ ______ !,0,0,0,1,1,0,0,0,0,0,0
 _____ ____ ____ ____ ________ _____ ______   ____ ____ ____ ______ ______ ___ _______,0,0,0,0,0,0,1,0,0,0,0
______ ______.. ___ __ ____ ______   __ ___ _____ _____ ___ __ ______,1,0,0,0,0,0,0,0,0,0,0
______ _____ ____ _ ____ ___ ________ ___ ______  (____) ,0,0,0,0,0,1,0,0,0,0,0
 ____ ____ ___ _____ ______ _____ ____ _____,0,0,0,0,0,0,0,0,0,0,1
__ __ ___ ________!      ,0,0,0,0,0,0,0,0,0,1,0
 ____ ______ ____ ____ ___ ____ ______ ________ ____ ___ ___ _____ _____ __ ___ ______ .  ______,0,0,0,0,0,0,0,0,0,1,0
 ____ ______ ____ _____ ___ ______ !,1,1,0,0,0,0,0,0,0,0,0
____ | _________ _______: _____ ___ _______ _______ ______ _______ _______ __ ____ _____ ______,0,0,0,0,0,0,0,0,1,0,0
____ _____ 865 _____ __ ________ _______ ____ ____ __ _____ ______,0,0,0,0,0,0,0,0,1,0,0
______ ___ __ ______ ___ ___ _ ___ _______ _ ___ __ _____ _____ ___ ______ _ ____ ______   (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"_____ ______ ______ _ _ ____ ____ _______  ____ ______ ____ ____",0,0,0,0,0,0,0,0,0,0,1
_______ ___ __ _____ ______ __ ______ ____ _______.. __ __ ______ _______........ ___ ______ ______,0,0,0,0,0,0,1,0,0,0,0
" ________ ____ _____ ______ _ _______ _____ _____ _____ ____ ___ ____ __ __ ________ _____",0,0,0,0,1,0,1,0,0,0,0
 _____ ____ __ ____ ______ ____ ____ ___ _____ __ ___ ____ ___ __,0,0,0,0,0,0,0,0,0,1,0
" ____ _______ ____ ______ _____ ____ ________ ________ ______ __ ___ ___ _____",1,0,1,0,0,0,0,0,0,0,0
_____ ____ ___ ______ _______ .  ______ ___ ___   ,0,0,1,0,0,0,0,0,0,0,0
__ ___ ____ ______ _____ ______ ____ _____ ____ ____ ____ ____ __ _____ ______ ____ call_me_hand  call_me_hand ,0,0,0,0,0,0,0,0,0,0,1
____ ____ ____ ____ __ ______ ____ . ____ ____ __ ___ ___ ______ _____ !     ,0,0,0,0,0,0,1,0,0,0,0
     ________ __ ___ ____ ______      grinning_face_with_smiling_eyes  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___) ,0,0,0,0,0,0,0,0,0,0,1
____ ___ ______ __ ____ ___ __ _____ ____   ___ ______ ____ ___ _____   ,1,0,0,0,0,0,0,0,0,0,0
____ | _____ ____ ______ _________: _____ _____ _____ ______ _________ _______ ___ ___ 865 _____ __ ___ ____,0,0,0,0,0,0,0,0,1,0,0
 ____ _____ ___ _____ ____ ____ _____,0,0,0,0,0,0,0,0,0,1,0
_____ ___ ___ ______ _______ _!  (___ ____)  light_skin_tone ,0,0,0,0,0,0,0,0,0,1,0
"_____ _____ _____ ____ __ ______ _______ _ __ ____ ______ _______ _______ ______ _ ______ ____ ____!",0,0,0,1,0,0,1,1,0,0,0
 ______________________________________ __ ______ ____ _____ _____ ______,0,0,0,0,0,0,0,0,0,0,1
__ ____ __ ___ ____ ____ ______ ____ _____ __ ______ ___ __ ______ ______ ,0,0,0,0,0,0,0,0,0,1,0
____ ____ ______ ______ ______ ____ __ _____ ____ ____ ____ ____ __ _____ ____ ______ _____ ____ ____ ____ ____,0,0,0,1,1,0,0,0,0,0,0
 ______ __ ____ ___ ______ ___ _____ _ ______  (____)  (___ ____) ,0,0,0,0,1,1,0,0,0,0,0
 ______ ___ ____ _____ _____ ______ _____ ______  (_____ ______) ,0,0,0,0,0,0,1,0,0,0,0
 ____ _______   __   ______ _______ ________. ____ ____ ___ ___ ______     ____ ____ ___ ____ _______ ____ ____ ___ ___ _____.,0,0,0,0,0,0,1,0,0,0,0
 _____ __ ______ ____ __ _____ _ _______  _______ _____ ____ _____ _____ ___ __ ___ _____ ___ ______ ____ _______ __,0,0,0,0,0,0,0,0,0,1,0
_______ ___ ____ ____ _____ __________ ____ _____ _________ ______ _____ ___ _____ ______ ____ _____ ____ _____ ,0,0,0,0,0,0,1,0,0,0,0
__ _____ _______ ____ __ .   ___ _____ ______ ____ ___ .   ___ _____ _______ ____ _____ .   _____ _______ * ____    ,1,1,0,0,0,0,0,0,0,0,0
 ____ ____ ______ ____ _______ ___ ____,1,1,0,0,0,0,0,0,0,0,0
______   __ _____   ___   _____  ____ __ _____ __ _____ ______   ____ ____ _____   __ _____ _______ ____ ___ _____    (____)  (____)  (____)  (____)     You Wish,0,0,0,0,0,0,0,0,0,0,1
_____ _____......  ____ ____ ___ _____ ______  (____)  (____)  (____) ,0,0,0,0,1,0,0,0,0,0,0
_______ ____ ____ _____ _____ __ _______ ____ __ ____ _______ _______ __ ___ _______,0,0,0,1,0,0,1,0,0,0,0
 ________ _____ ______ ___ _____ ___ _________,0,0,0,0,0,0,0,0,0,1,0
__ ____ ___ ____ ___ _ ___ _______ ______ _____ ___ _____ ______ ____ __ _____ ____ _____ ____ ____ _____ ______ __ ______ .,0,0,0,0,0,0,0,0,0,1,0
 _____ ______ ___ ____ ______ _______ _______ _____ ___ ______ ________ _______ __ _____ _______ ____ ______,0,0,0,1,1,0,0,0,0,0,0
_____ ____ ____ _____ __ ______ _____ _______ _____  (___) _ (___) _ (___) _,1,0,0,0,0,0,0,0,0,0,0
_____ _____ _____ ____ ____ __ _____ ___ ____ _____ ___ ______,0,0,0,0,0,0,1,0,0,0,0
_____ _______ ___ _____ _ _____ ___ ___ ____ ____ _______ _____ ____ ________ ____ __ ______ __ _____  (_____)  medium_skin_tone _ female_sign _ (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
 ______ __ ______ ___ ____ _____ _____,0,0,0,0,0,0,0,0,0,1,0
____ ___ __ _____ _______ ___ ____ ______ ___ ___,0,0,0,0,1,1,0,0,0,0,0
 __ ___ _____ _______ _______ _______ ____ ______ __ ______ __ ____ ____ ____ ____.,0,0,0,0,0,1,1,0,0,0,0
____ _______ __ ________ _______ _______ ___ ______ ______ ____ ____ _____ ____ ____ _____ _ ________,0,0,0,0,1,0,1,0,0,0,0
_______ ______ ___ __ ____ _____ _______ ______ __ ___,0,0,0,1,0,1,0,0,0,0,0
___ ____ __ ____ _____ ... _____ ______ __ ____ ____ _____ __ _____ _____ ____ ______ _____ ______ ____ __ ____ _____ _____ ____ . (___) ,1,0,0,0,0,0,0,0,0,0,0
___ _____ ______ ____ ___ _____ ____ __ ____  (_________)     ,0,0,0,1,1,0,0,0,0,0,0
 __ __ ___ _____ _____ ___ ______ . ____ __ _______ ______ __ _____ _____ ___ ______ __ _______ _____ ,0,0,0,0,1,0,0,1,0,0,0
 _______ ... __ ____ _____ .. ___ ___ ______!,0,0,0,0,0,0,0,0,0,0,1
 __ _____ ___ ____ _____ _____ _____ ___ __ ___ ____ ___ _______ __ _______,0,0,0,1,0,0,1,0,0,0,0
 _____ _____ ____ __ _____  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
__ ____ ____ _____ __ _______              ,0,0,0,0,0,0,0,0,0,1,0
 ____ _______ _____ _______ __ ____ ______ ________________ ____ ___ ______ _____ ______ ______ _____ ____ ___ ________,0,0,0,0,0,0,0,0,0,1,0
____ ____ _____ ______ __ 5 _____,0,0,0,0,0,0,0,0,1,1,0
 ___ ___ _______ ____ ____ _ ______ _____ __ ______  (___________)  (_____) ,0,0,0,0,0,0,0,0,0,0,1
_____ ______ ____ _____ _____ __ _____ ___ _____ ______,0,0,0,0,0,0,0,0,1,0,0
______ ___ ______ ____ ______ _________ ______ ____ _______ ________ !! __ __ _____ ______ ________ __ ____,0,0,0,0,0,0,0,0,0,1,0
____ ___ _____ ___ ____ ___ _____ ___ ______ _______ _______ _____ ___ __ ___ ___ _____ ______ __,0,0,0,1,0,1,1,0,0,0,0
______ ___ __ ____ ..     ____ ____ _____ _____ ____  (____)      ,0,0,0,0,0,0,0,0,0,0,1
 ___ _____ _____ _____ ____ __ _____,0,0,0,0,1,1,1,0,0,0,0
 ____ ____ ______ ___ ___ __ ____ ___ ______ .,0,0,0,0,0,0,1,0,0,0,0
______ __________ __ _____ _____ _____ ______ __ ________ _________ _____ ___ ______ __ ____ ______ ___ ______  (_____)  ,0,0,0,0,0,0,0,0,0,1,0
  (_____)  ___ _____ ______ _______ ...      (_____) ,0,0,0,1,0,0,1,0,0,0,0
________ _______ ___ ______ ___ ___ ____  ___ ____ _______  ____ _______,0,0,0,0,0,0,0,0,0,1,0
____ __ light_skin_tone ______    ____ _____    __ _______ ____ __ ______    _______,1,0,1,0,0,0,0,0,0,0,0
____ ________ ___ _____ ____    __ __ _____ ______ ____ ______    ___ _____ _____ ___ ________    ____ _____ _____ ___ .. _______,1,0,1,0,0,0,0,0,0,0,0
    _____ _____ __ ____ _____ _____ ______ __ _____ ___ _____,0,0,0,0,0,0,1,1,0,0,0
____ ____ _____ _____ ____ ____ _____ ______ ______  ________ ____ ___ ____ ___ _____...,0,0,0,0,0,0,1,0,0,0,0
___ ____ _______ ___ _____ ____ 5 _____ ___ ______ _____ ___ ______ ____ ____ ____ ___ ____ _____ ____ _____,0,0,0,0,0,0,0,1,0,0,0
 ____ ______ ________ _______ _________ _____ ___ ____ ___ _____ ____ __ __ ______ _____ __ __ ____,0,0,0,0,0,0,0,0,0,1,0
_____ _______ ___ ___ ____ _____   ___ ____ __ ______,0,0,0,0,0,0,0,0,0,1,0
______ ___ __ ___ ___ _____ _____        ,0,0,0,1,0,0,0,0,0,0,0
_____ ___ ______: 865 ____ ____ __ ________ _______ ____ ___ ____ ____ _____ ______,0,0,0,0,0,0,0,0,1,0,0
____ __ ______ ______ ______ _ ____ ____,0,0,0,0,0,0,0,0,1,0,0
___ ______ ___ _____ __ _____ __________ ! ,0,0,0,0,0,0,1,0,0,0,0
 ____ _______ _____ ____ _______ ______ ______ _____ __ ___ ___ ______ _____ ________ ____ ______ _______ _,0,0,0,0,0,0,0,0,1,1,0
___ _______ ______ ___ ____ __ ____ ______ ___ ___     _____ _____ ________ ______ _______,0,0,0,0,0,0,0,1,0,0,0
_____ ____ _____ ______ _____ ______ _____ ____ ______ _____,0,0,0,1,0,0,0,0,0,0,0
 _____ __ _____ ____ __ ___ _____ ____ ____ _____ ____ ___ ___,0,0,0,0,0,0,1,0,0,0,0
      ___ ________  _______ ________  _______ ___ ___ _    __ ___ __ _____ !  -____ ______,1,0,0,0,0,0,0,0,0,0,0
__ ______ _____ ____ ______ ___   ________ ___ ______ __ ____ ___  (___ ___)  (___ ___)     ,0,0,0,0,0,0,0,0,0,0,1
"____ ____ ___ ___ ____ __ ______ ____ ______ __ ________ _________ ________",0,0,0,0,0,0,0,0,1,0,0
_____ _____ __ _____ _____ ___ _____ __ ___ ___ __ ___ ______ _ __,0,0,0,0,0,0,0,0,0,0,1
____ _____ ___ ____ ______ ______ __ _____ ____ _____ ___ _____,0,0,0,0,0,0,0,0,0,0,1
_______ ____ __ ______ ______ ____ _____ ________  ___ _____ ___ __ ________  (_____) _ male_sign _,0,0,0,0,0,0,0,0,0,0,1
 _____ ______ _________ ___ __ ______,0,0,0,0,0,0,1,0,0,0,0
 __ ____ ______ ____ ____ ___ ____ ______ ____ _____ _____ _______ __ _______ ____ _____ __ _______ !,0,0,0,0,0,0,1,0,0,0,0
_____ ___ ____ __ ___ ______ ____ ______ __ _____ _______ ____ ____,0,0,0,0,0,0,1,0,0,0,0
_____ _____ ______ ___ ____ ______ ,0,0,0,0,0,0,1,0,0,0,0
____ ____ _____ ______ ____ ________ _____ ____ __ _____,0,1,0,0,0,0,0,0,0,0,0
____ _ ______ _ _____ ______ ___ _____ _____ _ ______    __ __,0,0,0,1,0,0,1,0,0,0,0
_______ ________ ____ _______ ____ _____ __ ______ ..   ,0,0,0,0,0,0,1,0,0,0,0
__ _____  __ __ _____ ___ _____ ___ __ __  _____ __ ____ _____ __ _____  ____ ,0,0,1,0,0,0,0,0,0,0,0
/ 865 ____ ____ ______ __ ________ _______ ____ ___ ___.     ______ ________ _________! .,0,0,0,0,0,0,0,0,1,0,0
     __ _______ ______ _________ ________ ___ ___ ____ ___ _____.    ,1,0,0,0,0,0,0,0,0,0,0
______ ____ _____ 865 _____ __ ________ _______ ____ ____ __ _____ ______,0,0,0,0,0,0,0,0,1,0,0
"___ ______ ______ ______ ____ __ 100 _____ _______ ______   ____ _____ __ _____ ___ _____  (____)",0,0,0,0,0,0,1,0,0,0,0
____ _____ ___ ______ _____ ______ _____ ___ _______ ______.,0,0,0,0,0,0,0,0,0,0,1
 ________ _____ ______ _ _____ __ ______ _ _____ _ _____ _______  (___) ,0,0,0,0,0,0,0,0,0,0,1
_____ ____ ____ _____ ___ ______ ____ ___ ____  (___ ___)  (_____) _,0,0,0,0,0,0,0,0,0,0,1
__ _____ _____ ______ __ _______ _____ ____ _____ ___ _______ ______.,0,0,0,0,0,0,0,0,0,0,1
____ _____ ___ ______ ___ ____ ___ ______ _____ ______ ______,1,0,1,0,0,0,0,0,0,0,0
 ____ _______ ______ ____ _____ ___ ______ ____ ____ ____ _____ _____ _____ ______,0,0,1,0,0,0,0,0,0,0,0
_____ ________: ____ ________ __ __ _____ __ _____ _____ ______.  ,0,0,0,0,0,0,0,0,1,0,0
_______ ______ __ _____ ____ _____ ___ ____ _____ ,1,0,0,0,0,0,0,0,0,0,0
_____ ___ ______ ____ ______ _____ ___ ____ _______ __________.,0,0,0,0,0,0,0,0,0,1,0
____ ____ ___ ____ _____ _______ ____ ___ ______ ____ ______.,0,0,0,0,1,0,1,0,0,0,0
__ ___ ____ _4 _____ _____ _______ _______ ____ _____ __ _____ __ ____ 4 ______ __ ______ _____ _____ __ ______ _______ ______,0,0,0,0,0,0,1,0,0,0,0
____ ____ ______ _____ _____ ___ ___ _____ ______ _____ _________ _____,0,0,0,0,0,0,0,0,0,0,1
____ - _________ _______: _____ ___ _______ _______ ______ _______ _______ __ ____ _____ ,0,0,0,0,0,0,0,0,1,0,0
 ____ ____ __ _______ _______ ______ _____ __ ____ ____ _______ ______ _____ _______ ___ ______ __ ______,0,0,0,0,1,1,0,0,0,0,0
 ____ __ ____ ____ ______ ___ _______ _ ______  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___)  (___) ___ _______ __ (___)  (___) ,0,0,0,0,0,0,1,0,0,0,0
 ____ _____ ___ ___ _____ ___ ___ ______,0,0,1,0,0,0,0,0,0,0,0
 _______ ________ ____ ____ ___ __ ______ _____ _____ ____ ____ ______   ___ _ _____  rolling_on_the_floor_laughing  (_________) ,0,0,0,0,0,0,0,0,0,0,1
